Alert_Num;Attack Technique Ids;Entities;Ent-Relationships;ID;Investigation Ids;Metadata-Confidence;Metadata-Created At;Metadata-Creator Detector Id;Metadata-Creator Detector Version;Metadata-Creator Rule Id;Metadata-Creator Rule Version;Metadata-Engine Name;Metadata-Severity;Metadata-Title;Sensor Types;Status;Suppressed;Suppressed Rules;Tactics and Technic Id
11;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709750719471:4232a61c-9fec-5167-acc2-1ddaec91d05e;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709750719;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
12;['T1585'];['sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'sourceUserName:rafhael.faria@nortecquimica.com.br', 'userName:rafhael.faria@nortecquimica.com.br'];None;alert://priv:event-filter:138529:1709749424119:06ee4289-6315-5237-bf33-27732c40ad49;None;0.2;1709749424;app:event-filter;v0.33.95;610712f6-a32c-4482-a6ad-8a71c712edd5;sha1=dfddb2cbc95a999a62071054e061dffb05ad653f-1698154698;app:event-filter;0.2;Member Added in Microsoft Teams;['MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;None;[{'mitre_attack_info': {'tactics': ['resource-development'], 'technique_id': 'T1585'}}]
13;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}];alert://priv:improbable-logon-detector:138529:1709749014102:db59649a-ecb0-5f92-b27c-e4e80b945c54;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709749014;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
14;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}];alert://priv:improbable-logon-detector:138529:1709747398743:9d8c9749-f097-58de-8712-b08404347854;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709747398;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
15;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}];alert://priv:improbable-logon-detector:138529:1709745320262:74ebb385-26a2-5e17-985e-d169cc92f684;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709745320;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
16;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709743958898:c8142ebb-cae9-5042-bd6b-1d697c838698;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709743958;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
17;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709741960097:5ad83abb-ce47-5ca8-bb07-033e73dae854;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709741960;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
18;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709740074648:ded08d05-cc42-5813-a8b5-56d2d68637a2;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709740074;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
19;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709738202787:0d6472c2-d1e9-5ab5-ba58-c5e6f8932f98;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709738202;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
20;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}];alert://priv:improbable-logon-detector:138529:1709736304486:41378930-d513-57e6-b5bf-584bb3f589d4;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709736304;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
21;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}];alert://priv:improbable-logon-detector:138529:1709735079494:bf71c6ca-2129-5f0a-8b36-ed848fc23a1a;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709735079;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
22;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}];alert://priv:improbable-logon-detector:138529:1709734455412:9f76b1b6-0afc-5731-a6cd-24a28ece8613;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709734455;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
23;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709733219922:a4bbe282-2024-58ad-aa3d-73d03632a325;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709733219;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN'];OPEN;False;None;[{'mitre_attack_info': None}]
24;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}];alert://priv:improbable-logon-detector:138529:1709731371599:714b92b0-b304-542b-8c28-ff97bd1cb056;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709731371;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN'];OPEN;False;None;[{'mitre_attack_info': None}]
25;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}];alert://priv:improbable-logon-detector:138529:1709731371599:73e312c0-3e18-54f4-a0db-47a4d725684f;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709731371;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN'];OPEN;False;None;[{'mitre_attack_info': None}]
26;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'sourceIpAddress:200.222.39.242', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709729361326:72abe4af-b5fb-5cee-9c45-e4ede49178a5;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709729361;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_OFFICE_MANAGEMENT', 'MICROSOFT_GRAPH_SIGN_IN'];OPEN;False;[];[{'mitre_attack_info': None}]
